title,url,date,tag,K-E,description,company,publisher,thumb,screenshot,platform
이터널 리턴,https://store.steampowered.com/app/1049590/_/?snr=1_7_7_7000_150_1,2023년 7월 20일,"타워 디펜스,로그라이트,로그라이크,전략,3D",Hexguardian,"헥스가디언은 육각형 타일로 자신만의 맵을 만들 수 있는 로그라이트 타워 디펜스 게임입니다! 탑을 건설하여 업그레이드하고, 군대를 모으고, 주문을 배우고, 불가사의를 지으세요. 그리고 육각형 타일을 배치해 적들을 방어할 수 있는 경로를 만드세요. 수많은 게임 모드와 해제할 수 있는 특성들도 있습니다!",Split Second Games,Yogscast Games,https://steamcdn-a.akamaihd.net/steam/apps/2381740/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_ba3885946de1a4ed4e08703699dd5ef8397b3f28.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_67395692ee5f75ac3d69bd9d0afdd074c51b1e4d.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_02167e3bf6c2203da6803c4107ee3313fe2b4284.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_63b75f3f204feccbc289ef686e4c080cbb527a62.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_42dba67b1c1ea85920f7757c460042045c90a948.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_c404ba811c17348889b23a4752acf17929ff7905.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_05178de22cc9ac658824dc87b10cccb734658821.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_55673aeb9980c50720268ecc3332cef448475177.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_7ee73544d6cd53edd0a658c0572e652e75f0298d.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_22aac01f4164db0e109adddffc29ba61c023a214.116x65.jpg?t=1715194400,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2381740/ss_179b85b5e6dab5e79503ac5f14a4310118a6fb9b.116x65.jpg?t=1715194400",steam
PUBG: BATTLEGROUNDS,https://store.steampowered.com/app/578080/PUBG_BATTLEGROUNDS/?snr=1_7_7_7000_150_1,2017년 12월 21일,"2D 격투,격투,캐릭터 커스터마이즈,액션,경쟁","Street Fighter 6,Street Fighter™ 6","시리즈 최신작 『Street Fighter 6』, 2023년 6월 2일 발매 결정! RE ENGINE으로 개발된 본 작품은 대형 모드 「World Tour」, 「Fighting Ground」, 「Battle Hub」로 구성되어 있다. 새로운 「스트리트 파이터」에는 지금까지의 시리즈에는 없었던 새로운 체험이 기다리고 있다.","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",https://steamcdn-a.akamaihd.net/steam/apps/1364780/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_387137f8cccb048c35a8685634372e97785d40aa.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_a381f1b3b450c18900d47b991ce8e7456e9cdba5.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_f62ce93269a6d8e0027853358af4d6368e2c4b93.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_d186566a92ada8cdb08b04769a8c95cd1e380006.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_ed46aaa9ed94dd6f35a703070f8df16cee5aef61.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_10191fb5ab48cee99d7a43e636db9202938f143e.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_449d488d2edbe785c4e6010fede1c3b8dae8e388.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_2cfc2472e7ff99fd354935135d91e36e81951795.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_3ceb422dbef5f8495e690ed526f684fdcb1022ec.116x65.jpg?t=1716356312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1364780/ss_201488fc9f1aa5e29e2fc6d96ef2b66e41ddf32e.116x65.jpg?t=1716356312",steam
ELDEN RING,https://store.steampowered.com/app/1245620/ELDEN_RING/?snr=1_7_7_7000_150_1,2022년 2월 25일,"픽셀 그래픽,액션,풍부한 스토리,사이버펑크","SANABI,산나비","기계팔로 무장한 퇴역 군인은 초거대 재벌의 부패한 사유 도시를 오릅니다. 도시에 숨겨진 비밀을 밝혀내기 위해, 그리고 '산나비'를 찾아내 복수하기 위해. 사이버펑크 디스토피아를 배경으로 펼쳐지는 역동적이고 스타일리쉬한 2D ""사슬 액션"" 어드벤처 플랫포머 게임, 산나비입니다.",WONDER POTION,NEOWIZ,https://steamcdn-a.akamaihd.net/steam/apps/1562700/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_9309623510d853bf750877457f863e45eb7c6cbe.116x65.jpg?t=1699513185,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_dc42526e8a4db7c389494d0a14d5c21da1974c51.116x65.jpg?t=1699513185,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_3b7f6ffbdf8d80e288c452d1c619916dc3ba36ab.116x65.jpg?t=1699513185,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_4c2d1c53e327b002eb10d544d45a6b01381c3f95.116x65.jpg?t=1699513185,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_883d35689221a08ccb88cc9d6915c4f25376ea2b.116x65.jpg?t=1699513185,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_a2622d9f393597e6e61cd25520a4b23e77a29192.116x65.jpg?t=1699513185,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_0dd29b06d3816a7f8973ed1f6e504fbc7b6b32dd.116x65.jpg?t=1699513185,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1562700/ss_070f0842cdda7efc85511cfeb9f8dc5534b4d72e.116x65.jpg?t=1699513185",steam
Baldur's Gate 3,https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_7000_150_1,2023년 8월 4일,"전략,제2차 세계 대전,대전략,전쟁,역사",Hearts of Iron IV,"Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the most engaging conflict in world history.",Paradox Development Studio,Paradox Interactive,https://steamcdn-a.akamaihd.net/steam/apps/394360/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/394360/ss_242abc1c2ca21f7d8694ba8d9239d8944217b29f.116x65.jpg?t=1716480042,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/394360/ss_679ae0d56f3a3b33591262839588c4b1dc6bef12.116x65.jpg?t=1716480042,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/394360/ss_ebcec59e821aa1ee43c6d047eaef4e846af99358.116x65.jpg?t=1716480042,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/394360/ss_fc239db7ed07e8ec4e6440cd0c6ced88a955d90e.116x65.jpg?t=1716480042,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/394360/ss_c7916f607a289830f424daebe3e2f281afbb456b.116x65.jpg?t=1716480042,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/394360/ss_f07f7ebc18d5e6a9692ec748a4f203fe0c748feb.116x65.jpg?t=1716480042",steam
Cyberpunk 2077,https://store.steampowered.com/app/1091500/Cyberpunk_2077/?snr=1_7_7_7000_150_1,2020년 12월 10일,"오픈 월드,RPG,풍부한 스토리,분위기 있는",The Witcher® 3: Wild Hunt,"리비아의 게롤트가 되어 의뢰를 받고 괴물을 사냥하세요. 전쟁의 상처가 가득하고 괴물이 들끓는 대륙을 마음껏 탐험해 보세요. 지금 가장 중요한 일은 대륙의 판도를 뒤바꿀 수도 있는 살아 있는 무기이자 예언의 아이, 시리를 추적하는 것입니다.",CD PROJEKT RED,CD PROJEKT RED,https://steamcdn-a.akamaihd.net/steam/apps/292030/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_5710298af2318afd9aa72449ef29ac4a2ef64d8e.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_0901e64e9d4b8ebaea8348c194e7a3644d2d832d.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_112b1e176c1bd271d8a565eacb6feaf90f240bb2.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_d1b73b18cbcd5e9e412c7a1dead3c5cd7303d2ad.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_107600c1337accc09104f7a8aa7f275f23cad096.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_64eb760f9a2b67f6731a71cce3a8fb684b9af267.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_eda99e7f705a113d04ab2a7a36068f3e7b343d17.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_d5b80eb63c12a6484f26796f3e34410651bba068.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_b74d60ee215337d765e4d20c8ca6710ae2362cc2.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_dc55eeb409d6e187456a8e159018e8da098fa468.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_849ec8dcc6f8df1c0b2c509584c9fc9e51f88cfa.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_90a33d7764a2d23306091bfcb52265c3506b4fdb.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_07812c174bb6b96c29895ddc27404143df7aba6d.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_ed23139c916fdb9f6dd23b2a6a01d0fbd2dd1a4f.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_dc33eb233555c13fce939ccaac667bc54e3c4a27.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_908485cbb1401b1ebf42e3d21a860ddc53517b08.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_608af6cfe0eab3f37265550b391732a3e88d1a4f.116x65.jpg?t=1710411171,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292030/ss_8ac1dc847388e59b1be1c5ea5ca592d5861756cc.116x65.jpg?t=1710411171",steam
Total War: WARHAMMER III,https://store.steampowered.com/app/1142710/Total_War_WARHAMMER_III/?snr=1_7_7_7000_150_1,2022년 2월 17일,"생존,오픈 월드 생존 제작,멀티플레이어,협동",Don't Starve Together,Don't Starve Together는 혹독한 생존 게임인 Don't Starve의 독립형 멀티플레이어 익스팬션입니다.,Klei Entertainment,Klei Entertainment,https://steamcdn-a.akamaihd.net/steam/apps/322330/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_d053a7220a03ab689da9312c6d15fe8211401f55.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_37e30c4cf8c945f1958890c8fa7346af6bea547d.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_f863729856b94b3485ee80e6fd11289595f6634c.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_92f4145bd510f66d63028e1cdf27eb30bd44cea1.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_9a7730946f2e060457b5c19ac2d870a78ab0f20b.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_7f2ad9be835040a8995cd3653cd521553ef776cf.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_a353d9ddf538ea3bbc7dbf3230b420fef4ab04d5.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_11dc14670f703a99884bbe479205727a3776d7b3.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_24608cbb9e37cfa46751c93312f14b3e18854137.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_c142fa3d60841229b6cf35aca1192882c1f31b9d.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_87091f2ec581c20e1a941a70bb80355419a1f6ba.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_ee86c53d09b2d2b3f93c7c060fbaacad018c63af.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_aebe049f1155c8875fcd46ffeb0fbe78d8142cba.116x65.jpg?t=1714001244,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/322330/ss_f94ff132f776463146136c57ee11b85604e5504a.116x65.jpg?t=1714001244",steam
Ghost of Tsushima 디렉터스 컷,https://store.steampowered.com/app/2215430/Ghost_of_Tsushima/?snr=1_7_7_7000_150_1,2024년 5월 17일,"무료 플레이,차량 전투,전투,제2차 세계 대전",War Thunder,"War Thunder는 제 2차 세계대전부터 현대전까지의 항공기, 전차, 함선, 헬리콥터를 플레이 할 수 있는 온라인 게임 역사상 가장 거대한 스케일과 광범위한 크로스 플랫폼 기능을 자랑하는 밀리터리 MMO 게임입니다. 지금 게임에 참여하셔서 War Thunder가 제공하는 지상, 공중, 해상의 거대한 전장 서사시에 직접 참여해보세요.",Gaijin Entertainment,Gaijin Network Ltd,https://steamcdn-a.akamaihd.net/steam/apps/236390/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_1652095848f0a75b251fc53a236f34380922a972.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_d1ac46eb1cded344b9321df70e05977092e161a0.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_b407d35fec756a31d6c934fbbd4fb22d54ff02ba.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_70249ce2d057b7594e2039b88adbdd700c4df1ac.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_e54b59429ee1a4519fc9c3cac0a56bb44b87552f.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_8c5c57e42894258fd4e8f2898eb6b87284f7ffdc.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_427637a5144799428eba4f86f77e85a97ea1d49b.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_74240f43f87b1caf2dd578f26dfd025ca4fdf19c.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_8ac0990217f963789d3b451c29c4d3fd3008f4c7.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_318da56acde01dd085fa93881da41033dd098e7d.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_367ad85e6d1c10b611a6f0360cdbae4cb29707fa.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_9568df089685277e726640a8d79cdc4aede97f43.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_368c7b4cd154237e7a635fbb733f6abdcc2b81ee.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_3801dc6ae62e793aee2f073c2ac755c85edf0bb7.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_3b32e04e856b77472bff33d55ca6b5758d23a9ae.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_8c28d914813b82f36d306e5ea322a70f9050f9bc.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_15343f845523e07d5fc51c6208f362b7bcaa1fbe.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_070f48bca52544a2067bd2da93489df54c616d5a.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_7c531b0c5c56c96345206a27a0a68ff1b510fa8f.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_aef518de9c6987834e6302075e712911663669a2.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_2db2db271ad8363ff47be7ca3e76566c30be38dc.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_d4c1359a11b745203d1e67d646910d32c6985883.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_b55e723b5a7bd4d7838fd0d873470e32ad21a63c.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_889bd1ff61883d96ba7a5b1687eec6a17574e754.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_6b8b7310dce06e8eb5e0cb3b203ba19aa65df442.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_aba9339d62c1da97f731cf914f89938053ff69d5.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_a997036262cd5316e54e0b4ab257ea0ddaa212df.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_b1e9395fa10a5d7e16d0f4326a41618edfe7b399.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_327bd172a97b38ede1d45d344dc618c3134600f1.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_5641e09b57b5994e948022b8cc8e51070df04580.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_c7ce570c838d85139ef4f863ab0f6148e66c3577.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_a2d9ec25f81e89139efaf49378e7b33b6f64e0cc.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_122cf1a37b5405f055afe58539997ff139b1fde2.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_bd1a671657641b60f5f4043b40507886ae66584a.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_1185ef825853d366a65a33336e3ac278bae4941f.116x65.jpg?t=1713793346,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/236390/ss_fc8ee5cc6816996943aa1d7487113d15b8f84c44.116x65.jpg?t=1713793346",steam
데이브 더 다이버,https://store.steampowered.com/app/1868140/_/?snr=1_7_7_7000_150_1,2023년 6월 28일,"워해머 40K,고어,온라인 협동,어드벤처,PvE","Warhammer 40,000: Darktide","이 격렬하고 잔혹한 액션 슈팅 게임에서 피에 굶주린 적들로부터 테르티움을 되찾으세요. Warhammer 40,000: Darktide는 Vermintide 시리즈로 상을 받은 팀이 선보이는 새로운 협동 중심의 경험입니다. 테르티움이 몰락하면 이교도들이 일어날 것입니다.",Fatshark,Fatshark,https://steamcdn-a.akamaihd.net/steam/apps/1361210/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_e5bfe858d549cb4c488f9f755587496deca96082.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_623eb17524442b7a908511fb46fef3366609dbd3.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_bb7caeef3cb174a55f6ba87b2fbeb9eb53db2dc9.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_d932c7e464f32ab6d1380091d1752ab6b3c4b45b.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_1e057a298746ba08f0e9e5f102b5625d577ea389.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_eea5f1aae5032babe3f1cdbd0c8e32272f4787c5.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_09770c728cb7d208eec817bbbccd2887056ac0bf.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_93650972b56461922dbe1eb2613b4f84bab59389.116x65.jpg?t=1716477180,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1361210/ss_90b6ef5cdfc36d08b1b5237b628823a25087caef.116x65.jpg?t=1716477180",steam
Apex 레전드™,https://store.steampowered.com/app/1172470/Apex/?snr=1_7_7_7000_150_1,2020년 11월 5일,"개척 시뮬레이션,기지 건설,생존,전략,경영",RimWorld,"지능형 AI 이야기꾼이 주도하는 공상과학 정착지 시뮬레이터입니다. 심리, 생태, 총격전과 근접전, 날씨, 기후, 외교, 사람 사이의 관계, 예술, 의학, 무역, 그 외 많은 것들을 시뮬레이션하여 이야기를 생성합니다.",Ludeon Studios,Ludeon Studios,https://steamcdn-a.akamaihd.net/steam/apps/294100/library_600x900_2x.jpg,"https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_371726c10a1b640dbf748fa62a500d911ac62427.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_c34c6c04b002454d8fee32ba52dca99c9cf1d76b.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_6bee92494e0c4dc53ad69000f2b71128c23629d6.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_3038f36d2a1da63ddf29f16a48ee27254ab9b53d.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_9c195af4d3b80edcd01e4836be605a04b24657c2.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_a5dbe54944108fa4a83d6c01a1738ef4ca49704f.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_941882a7b74ed157d0e840452bd31b7012dd39ca.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_6947cc8ea8beba1c3abb3bb0062343dd575ccfd1.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_8dfed1fd659a608f3556bfccaaf9ef49bf594222.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_4313dccc8b8ffdc6020789a59ddedaa570f78de4.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_000e61bb3f21077183422c86093189c22a02bf08.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_7dbac9410822d5264d102b1c06017856c481e48b.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_2704e3db8c81431920fd72a219e5cd32d6950642.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_19cec82211dcf91b50f1c59cfda83eb97de3e2c8.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_2af7734754467d50fb50e74f8cbcf3af630ec540.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_ed33d114171f2a60f58a7f51ff2718250d670571.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_44a8828a81f12d2c4103c42df902e804d851a380.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_fb4ed93f4d70f938b05068784b69bff6524c759f.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_bb8f991ea52d67f4e32de25f38d600d90f6db32f.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_d9204adad5c8236f000e0e53c2af798308195eff.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_6f7a5a9555add3a43f93a976ed563605e997e031.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_8102d6d9eab34405f300721cc7b6b0e14dd21fc8.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_3bcc00a01f38fb3d8fe467c15118d631f7b54e88.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_39f8694d766fcbaf1d771f128f43e66f9c5defa1.116x65.jpg?t=1712954312,https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/294100/ss_4eb4095f6ab5d5d6ea2af1d29119f28cc3bd6018.116x65.jpg?t=1712954312",steam
