title,url,date,tag,title,description,company,publisher,platform
스텔라리스,https://store.steampowered.com/app/281990/Stellaris/,2016년 5월 10일,"Space,Grand Strategy","스텔라리스,Stellaris","항성간 여행을 통해 우주를 탐험하며 수많은 종족들도 만나보세요. 과학선을 보내 우주를 조사하고 탐험하면서 은하 제국을 건설하고, 건축선을 보내 새로 발견한 행성에 기지를 건설하세요. 소속 사회를 위한 탐험에 나서 매장된 보물과 은하계의 경이를 발견하고, 탐험가의 한계치와 진화 범위를 설정하세요",Paradox Development Studio,Paradox Interactive,steam
